Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.
5097,3,3,3,1,3,3,3,1
5098,2,2,2,0,2,2,2,0
5099,2,2,2,1,2,2,2,1
5100,4,4,4,1,4,4,4,1
5101,4,4,4,1,4,4,4,1
5102,3,3,3,1,3,3,3,1
5103,5,5,5,0,5,5,5,0
5104,3,3,3,1,3,3,3,1
5105,1,1,1,1,1,1,1,1
5106,5,5,5,1,5,5,5,1
5107,5,5,5,1,5,5,5,1
5108,2,2,2,1,2,2,2,1
5109,1,1,1,1,1,1,1,1
5110,5,5,5,0,5,5,5,0
5111,2,2,2,1,2,2,2,1
5112,3,3,3,1,3,3,3,1
5113,5,5,5,1,5,5,5,1
5114,3,3,3,1,3,3,3,1
5115,4,4,4,1,4,4,4,1
5116,5,5,5,1,5,5,5,1
5117,2,2,2,1,2,2,2,1
5118,5,5,5,1,5,5,5,1
5119,1,1,1,0,1,1,1,0
5120,3,3,3,1,3,3,3,1
5121,5,5,5,0,5,5,5,0
5122,3,3,3,1,3,3,3,1
5123,5,5,5,1,5,5,5,1
5124,2,2,2,0,2,2,2,0
5125,4,4,4,1,4,4,4,1
5126,3,3,3,1,3,3,3,1
5127,1,1,1,1,1,1,1,1
5128,5,5,5,1,5,5,5,1
5129,2,2,2,0,2,2,2,0
5130,4,4,4,1,4,4,4,1
5131,5,5,5,1,5,5,5,1
5132,2,2,2,1,2,2,2,1
5133,5,5,5,0,5,5,5,0
5134,3,3,3,1,3,3,3,1
5135,1,1,1,1,1,1,1,1
5136,5,5,5,1,5,5,5,1
5137,3,3,3,1,3,3,3,1
5138,2,2,2,0,2,2,2,0
5139,2,2,2,1,2,2,2,1
5140,4,4,4,1,4,4,4,1
5141,4,4,4,1,4,4,4,1
5142,3,3,3,1,3,3,3,1
5143,5,5,5,0,5,5,5,0
5144,3,3,3,1,3,3,3,1
5145,1,1,1,1,1,1,1,1
5146,5,5,5,1,5,5,5,1
5147,5,5,5,1,5,5,5,1
5148,2,2,2,1,2,2,2,1
5149,1,1,1,1,1,1,1,1
5150,5,5,5,0,5,5,5,0
5151,2,2,2,1,2,2,2,1
5152,3,3,3,1,3,3,3,1
5153,3,5,5,1,,5,5,1
5154,3,3,3,1,,3,3,1
5155,3,4,4,1,,4,4,1
5156,3,5,5,1,,5,5,1
5157,3,2,2,1,,2,2,1
5158,3,5,5,1,,5,5,1
5159,3,1,1,0,,1,1,0
5160,3,3,3,1,,3,3,1
5161,3,5,5,0,,5,5,0
5162,3,3,3,1,,3,3,1
5163,3,5,5,1,,5,5,1
5164,3,2,2,0,,2,2,0
5165,3,4,4,1,,4,4,1
5166,3,3,3,1,,3,3,1
5167,3,1,1,1,,1,1,1
5168,3,5,5,1,,5,5,1
5169,3,2,2,0,,2,2,0
5170,3,4,4,1,,4,4,1
5171,3,5,5,1,,5,5,1
5172,3,2,2,1,,2,2,1
5173,3,5,5,0,,5,5,0
5174,3,3,3,1,,3,3,1
5175,3,1,1,1,,1,1,1
5176,5,5,5,1,5,5,5,1
5177,3,3,3,1,3,3,3,1
5178,4,2,2,0,4,2,2,0
5179,5,2,2,1,5,2,2,1
5180,2,4,4,1,2,4,4,1
5181,5,4,4,1,5,4,4,1
5182,1,3,3,1,1,3,3,1
5183,3,5,5,0,3,5,5,0
5184,5,3,3,1,5,3,3,1
5185,3,1,1,1,3,1,1,1
5186,5,5,5,1,5,5,5,1
5187,2,5,5,1,2,5,5,1
5188,4,2,2,1,4,2,2,1
5189,3,1,1,1,3,1,1,1
5190,1,5,5,0,1,5,5,0
5191,5,2,2,1,5,2,2,1
5192,2,3,3,1,2,3,3,1
5193,4,3,3,1,4,,,1
5194,5,5,5,1,5,5,5,1
5195,2,3,3,1,2,3,3,1
5196,5,4,4,1,5,4,4,1
5197,3,5,5,1,3,5,5,1
5198,1,2,2,1,1,2,2,1
5199,5,5,5,0,5,5,5,0
5200,3,1,1,1,3,1,1,1
5201,2,3,3,0,2,3,3,0
5202,2,5,5,1,2,5,5,1
5203,4,3,3,1,4,3,3,1
5204,4,5,5,0,4,5,5,0
5205,3,2,2,1,3,2,2,1
5206,5,4,4,1,5,4,4,1
5207,3,3,3,1,3,3,3,1
5208,1,1,1,1,1,1,1,1
5209,5,5,5,0,5,5,5,0
5210,5,2,2,1,5,2,2,1
5211,2,4,4,1,2,4,4,1
5212,1,5,5,1,1,5,5,1
5213,5,2,2,0,5,2,2,0
5214,2,5,5,1,2,5,5,1
5215,3,3,3,1,3,3,3,1
5216,5,1,1,1,5,1,1,1
5217,3,5,5,1,3,5,5,1
5218,4,3,3,0,4,3,3,0
5219,5,2,2,1,5,2,2,1
5220,2,2,2,1,2,2,2,1
5221,5,4,4,1,5,4,4,1
5222,1,4,4,1,1,4,4,1
5223,3,3,3,0,3,3,3,0
5224,5,5,5,1,5,5,5,1
5225,3,3,3,1,3,3,3,1
5226,5,1,1,1,5,1,1,1
5227,2,5,5,1,2,5,5,1
5228,4,5,5,1,4,5,5,1
5229,3,2,2,1,3,2,2,1
5230,1,1,1,0,1,1,1,0
5231,5,5,5,1,5,5,5,1
5232,2,2,2,1,2,2,2,1
5233,4,3,3,1,4,3,3,1
5234,4,4,4,1,4,4,4,1
5235,3,3,3,1,3,3,3,1
5236,1,1,1,1,1,1,1,1
5237,5,5,5,1,5,5,5,1
5238,2,2,2,1,2,2,2,1
5239,4,4,4,0,4,4,4,0
5240,5,5,5,1,5,5,5,1
5241,2,2,2,0,2,2,2,0
5242,5,5,5,1,5,5,5,1
5243,3,3,3,1,3,3,3,1
5244,1,1,1,0,1,1,1,0
5245,5,5,5,1,5,5,5,1
5246,3,3,3,1,3,3,3,1
5247,2,2,2,1,2,2,2,1
5248,2,2,2,1,2,2,2,1
5249,4,4,4,0,4,4,4,0
5250,4,4,4,1,4,4,4,1
5251,3,3,3,1,3,3,3,1
5252,5,5,5,1,5,5,5,1
5253,3,3,3,0,3,3,3,0
5254,1,1,1,1,1,1,1,1
5255,5,5,5,1,5,5,5,1
5256,5,5,5,1,5,5,5,1
5257,2,2,2,1,2,2,2,1
5258,1,1,1,0,1,1,1,0
5259,5,5,5,1,5,5,5,1
5260,2,2,2,1,2,2,2,1
5261,3,3,3,1,3,3,3,1
5262,5,5,5,1,5,5,5,1
5263,3,3,3,0,3,3,3,0
5264,4,4,4,1,4,4,4,1
5265,5,5,5,1,5,5,5,1
5266,2,2,2,1,2,2,2,1
5267,5,5,5,1,5,5,5,1
5268,1,1,1,1,1,1,1,1
5269,3,3,3,1,3,3,3,1
5270,5,5,5,0,5,5,5,0
5271,3,3,3,1,3,3,3,1
5272,5,5,5,1,5,5,5,1
5273,2,2,2,1,2,2,2,1
5274,4,4,4,1,4,4,4,1
5275,3,3,3,1,3,3,3,1
5276,1,1,1,1,1,1,1,1
5277,5,5,5,1,5,5,5,1
5278,2,2,2,1,2,2,2,1
5279,4,4,4,0,4,4,4,0
5280,5,5,5,1,5,5,5,1
5281,2,2,2,0,2,2,2,0
5282,5,5,5,1,5,5,5,1
5283,3,3,3,1,3,3,3,1
5284,1,1,1,0,1,1,1,0
5285,5,5,5,1,5,5,5,1
5286,3,3,3,1,3,3,3,1
5287,2,2,2,1,2,2,2,1
5288,2,2,2,1,2,2,2,1
5289,4,4,4,0,4,4,4,0
5290,4,4,4,1,4,4,4,1
5291,3,3,3,1,3,3,3,1
5292,5,5,5,1,5,5,5,1
5293,3,3,3,0,3,3,3,0
5294,1,1,1,1,1,1,1,1
5295,5,5,5,1,5,5,5,1
5296,5,5,5,1,5,5,5,1
5297,2,2,2,1,2,2,2,1
5298,1,1,1,0,1,1,1,0
5299,5,5,5,1,5,5,5,1
5300,2,2,2,1,2,2,2,1
5301,3,3,3,1,3,3,3,1
5302,5,5,5,1,5,5,5,1
5303,3,3,3,0,3,3,3,0
5304,4,4,4,1,4,4,4,1
5305,5,5,5,1,5,5,5,1
5306,2,2,2,1,2,2,2,1
5307,5,5,5,1,5,5,5,1
5308,1,1,1,1,1,1,1,1
5309,3,3,3,1,3,3,3,1
5310,5,5,5,0,5,5,5,0
5311,3,3,3,1,3,3,3,1
5312,5,5,5,1,5,5,5,1
5313,2,2,2,1,2,2,2,1
5314,4,4,4,1,4,4,4,1
5315,3,3,3,1,3,3,3,1
5316,1,1,1,1,1,1,1,1
5317,5,5,5,1,5,5,5,1
5318,2,2,2,1,2,2,2,1
5319,4,4,4,0,4,4,4,0
5320,5,5,5,1,5,5,5,1
5321,2,2,2,0,2,2,2,0
5322,5,5,5,1,5,5,5,1
5323,3,3,3,1,3,3,3,1
5324,1,1,1,0,1,1,1,0
5325,5,5,5,1,5,5,5,1
5326,3,3,3,1,3,3,3,1
5327,2,2,2,1,2,2,2,1
5328,2,2,2,1,2,2,2,1
5329,4,4,4,0,4,4,4,0
5330,4,4,4,1,4,4,4,1
5331,3,3,3,1,3,3,3,1
5332,5,5,5,1,5,5,5,1
5333,3,3,3,0,3,3,3,0
5334,1,1,1,1,1,1,1,1
5335,5,5,5,1,5,5,5,1
5336,5,5,5,1,5,5,5,1
5337,2,2,2,1,2,2,2,1
5338,1,1,1,0,1,1,1,0
5339,5,5,5,1,5,5,5,1
5340,2,2,2,1,2,2,2,1
5341,3,3,3,1,3,3,3,1
5342,5,5,5,1,5,5,5,1
5343,3,3,3,0,3,3,3,0
5344,4,4,4,1,4,4,4,1
5345,5,5,5,1,5,5,5,1
5346,2,2,2,1,2,2,2,1
5347,5,5,5,1,5,5,5,1
5348,1,1,1,1,1,1,1,1
5349,3,3,3,1,3,3,3,1
5350,5,5,5,0,5,5,5,0
5351,3,3,3,1,3,3,3,1
5352,5,5,5,1,5,5,5,1
5353,2,2,2,1,2,2,2,1
5354,4,4,4,1,4,4,4,1
5355,3,3,3,1,3,3,3,1
5356,1,1,1,1,1,1,1,1
5357,5,5,5,1,5,5,5,1
5358,2,2,2,1,2,2,2,1
5359,4,4,4,0,4,4,4,0
5360,5,5,5,1,5,5,5,1
5361,2,2,2,0,2,2,2,0
5362,5,5,5,1,5,5,5,1
5363,3,3,3,1,3,3,3,1
5364,1,1,1,0,1,1,1,0
5365,5,5,5,1,5,5,5,1
5366,3,3,3,1,3,3,3,1
5367,2,2,2,1,2,2,2,1
5368,2,2,2,1,2,2,2,1
5369,4,4,4,0,4,4,4,0
5370,4,4,4,1,4,4,4,1
5371,3,3,3,1,3,3,3,1
5372,5,5,5,1,5,5,5,1
5373,3,3,3,0,3,3,3,0
5374,1,1,1,1,1,1,1,1
5375,5,5,5,1,5,5,5,1
5376,5,5,5,1,5,5,5,1
5377,2,2,2,1,2,2,2,1
5378,1,1,1,0,1,1,1,0
5379,5,5,5,1,5,5,5,1
5380,2,2,2,1,2,2,2,1
5381,3,3,3,1,3,3,3,1
5382,5,5,5,1,5,5,5,1
5383,3,3,3,0,3,3,3,0
5384,4,4,4,1,4,4,4,1
5385,5,5,5,1,5,5,5,1
5386,2,2,2,1,2,2,2,1
5387,5,5,5,1,5,5,5,1
5388,1,1,1,1,1,1,1,1
5389,3,3,3,1,3,3,3,1
5390,5,5,5,0,5,5,5,0
5391,3,3,3,1,3,3,3,1
5392,5,5,5,1,5,5,5,1
5393,2,2,2,1,2,2,2,1
5394,4,4,4,1,4,4,4,1
5395,3,3,3,1,3,3,3,1
5396,1,1,1,1,1,1,1,1
5397,5,5,5,1,5,5,5,1
5398,2,2,2,1,2,2,2,1
5399,4,4,4,0,4,4,4,0
5400,5,5,5,1,5,5,5,1
5401,2,2,2,0,2,2,2,0
5402,5,5,5,1,5,5,5,1
5403,3,3,3,1,3,3,3,1
5404,1,1,1,0,1,1,1,0
5405,5,5,5,1,5,5,5,1
5406,3,3,3,1,3,3,3,1
5407,2,2,2,1,2,2,2,1
5408,2,2,2,1,2,2,2,1
5409,4,4,4,0,4,4,4,0
5410,4,4,4,1,4,4,4,1
5411,3,3,3,1,3,3,3,1
5412,5,5,5,1,5,5,5,1
5413,3,3,3,0,3,3,3,0
5414,1,1,1,1,1,1,1,1
5415,5,5,5,1,5,5,5,1
5416,5,5,5,1,5,5,5,1
5417,2,2,2,1,2,2,2,1
5418,1,1,1,0,1,1,1,0
5419,5,5,5,1,5,5,5,1
5420,2,2,2,1,2,2,2,1
5421,3,3,3,1,3,3,3,1
5422,3,5,5,1,,5,5,1
5423,3,3,3,0,,3,3,0
5424,3,4,4,1,,4,4,1
5425,3,5,5,1,,5,5,1
5426,3,2,2,1,,2,2,1
5427,3,5,5,1,,5,5,1
5428,3,1,1,1,,1,1,1
5429,3,3,3,1,,3,3,1
5430,3,5,5,0,,5,5,0
5431,3,3,3,1,,3,3,1
5432,3,5,5,1,,5,5,1
5433,3,2,2,1,,2,2,1
5434,3,4,4,1,,4,4,1
5435,3,3,3,1,,3,3,1
5436,3,1,1,1,,1,1,1
5437,3,5,5,1,,5,5,1
5438,3,2,2,1,,2,2,1
5439,3,4,4,0,,4,4,0
5440,3,5,5,1,,5,5,1
5441,3,2,2,0,,2,2,0
5442,3,5,5,1,,5,5,1
5443,3,3,3,1,,3,3,1
5444,3,1,1,0,,1,1,0
5445,5,5,5,1,5,5,5,1
5446,3,3,3,1,3,3,3,1
5447,4,2,2,1,4,2,2,1
5448,5,2,2,1,5,2,2,1
5449,2,4,4,0,2,4,4,0
5450,5,4,4,1,5,4,4,1
5451,1,3,3,1,1,3,3,1
5452,3,5,5,1,3,5,5,1
5453,5,3,3,0,5,3,3,0
5454,3,1,1,1,3,1,1,1
5455,5,5,5,1,5,5,5,1
5456,2,5,5,1,2,5,5,1
5457,4,2,2,1,4,2,2,1
5458,3,1,1,0,3,1,1,0
5459,1,5,5,1,1,5,5,1
5460,5,2,2,1,5,2,2,1
5461,2,3,3,1,2,3,3,1
5462,4,3,3,1,4,,,1
5463,5,5,5,0,5,5,5,0
5464,2,3,3,1,2,3,3,1
5465,5,4,4,1,5,4,4,1
5466,3,5,5,1,3,5,5,1
5467,1,2,2,1,1,2,2,1
5468,5,5,5,1,5,5,5,1
5469,3,1,1,1,3,1,1,1
5470,2,3,3,0,2,3,3,0
5471,2,5,5,1,2,5,5,1
5472,4,3,3,1,4,3,3,1
5473,4,5,5,1,4,5,5,1
5474,3,2,2,1,3,2,2,1
5475,5,4,4,1,5,4,4,1
5476,3,3,3,1,3,3,3,1
5477,1,1,1,1,1,1,1,1
5478,5,5,5,1,5,5,5,1
5479,5,2,2,0,5,2,2,0
5480,2,4,4,1,2,4,4,1
5481,1,5,5,0,1,5,5,0
5482,5,2,2,1,5,2,2,1
5483,2,5,5,1,2,5,5,1
5484,3,3,3,0,3,3,3,0
5485,5,1,1,1,5,1,1,1
5486,3,5,5,1,3,5,5,1
5487,4,3,3,1,4,3,3,1
5488,5,2,2,1,5,2,2,1
5489,2,2,2,0,2,2,2,0
5490,5,4,4,1,5,4,4,1
5491,1,4,4,1,1,4,4,1
5492,3,3,3,1,3,3,3,1
5493,5,5,5,0,5,5,5,0
5494,3,3,3,1,3,3,3,1
5495,5,1,1,1,5,1,1,1
5496,2,5,5,1,2,5,5,1
5497,4,5,5,1,4,5,5,1
5498,3,2,2,0,3,2,2,0
5499,1,1,1,1,1,1,1,1
5500,5,5,5,1,5,5,5,1
5501,2,2,2,1,2,2,2,1
5502,4,3,3,1,4,3,3,1
5503,5,5,5,0,5,5,5,0
5504,2,3,3,1,2,3,3,1
5505,5,4,4,1,5,4,4,1
5506,3,5,5,1,3,5,5,1
5507,1,2,2,1,1,2,2,1
5508,5,5,5,1,5,5,5,1
5509,3,1,1,1,3,1,1,1
5510,2,3,3,0,2,3,3,0
5511,2,5,5,1,2,5,5,1
5512,4,3,3,1,4,3,3,1
5513,4,5,5,1,4,5,5,1
5514,3,2,2,1,3,2,2,1
5515,5,4,4,1,5,4,4,1
5516,3,3,3,1,3,3,3,1
5517,1,1,1,1,1,1,1,1
5518,5,5,5,1,5,5,5,1
5519,5,2,2,0,5,2,2,0
5520,2,4,4,1,2,4,4,1
5521,1,5,5,0,1,5,5,0
5522,5,2,2,1,5,2,2,1
5523,2,5,5,1,2,5,5,1
5524,3,3,3,0,3,3,3,0
5525,5,1,1,1,5,1,1,1
5526,3,5,5,1,3,5,5,1
5527,4,3,3,1,4,3,3,1
5528,5,2,2,1,5,2,2,1
5529,2,2,2,0,2,2,2,0
5530,5,4,4,1,5,4,4,1
5531,1,4,4,1,1,4,4,1
5532,3,3,3,1,3,3,3,1
5533,5,5,5,0,5,5,5,0
5534,3,3,3,1,3,3,3,1
5535,5,1,1,1,5,1,1,1
5536,2,5,5,1,2,5,5,1
5537,4,5,5,1,4,5,5,1
5538,3,2,2,0,3,2,2,0
5539,1,1,1,1,1,1,1,1
5540,5,5,5,1,5,5,5,1
5541,2,2,2,1,2,2,2,1
5542,4,3,3,1,4,3,3,1
5543,5,5,5,0,5,5,5,0
5544,2,3,3,1,2,3,3,1
5545,5,4,4,1,5,4,4,1
5546,3,5,5,1,3,5,5,1
5547,1,2,2,1,1,2,2,1
5548,5,5,5,1,5,5,5,1
5549,3,1,1,1,3,1,1,1
5550,2,3,3,0,2,3,3,0
5551,2,5,5,1,2,5,5,1
5552,4,3,3,1,4,3,3,1
5553,4,5,5,1,4,5,5,1
5554,3,2,2,1,3,2,2,1
5555,5,4,4,1,5,4,4,1
5556,3,3,3,1,3,3,3,1
5557,1,1,1,1,1,1,1,1
5558,5,5,5,1,5,5,5,1
5559,5,2,2,0,5,2,2,0
5560,2,4,4,1,2,4,4,1
5561,1,5,5,0,1,5,5,0
5562,5,2,2,1,5,2,2,1
5563,2,5,5,1,2,5,5,1
5564,3,3,3,0,3,3,3,0
5565,5,1,1,1,5,1,1,1
5566,3,5,5,1,3,5,5,1
5567,4,3,3,1,4,3,3,1
5568,5,2,2,1,5,2,2,1
5569,2,2,2,0,2,2,2,0
5570,5,4,4,1,5,4,4,1
5571,1,4,4,1,1,4,4,1
5572,3,3,3,1,3,3,3,1
5573,5,5,5,0,5,5,5,0
5574,3,3,3,1,3,3,3,1
5575,5,1,1,1,5,1,1,1
5576,2,5,5,1,2,5,5,1
5577,4,5,5,1,4,5,5,1
5578,3,2,2,0,3,2,2,0
5579,1,1,1,1,1,1,1,1
5580,5,5,5,1,5,5,5,1
5581,2,2,2,1,2,2,2,1
5582,4,3,3,1,4,3,3,1
5583,5,5,5,0,5,5,5,0
5584,2,3,3,1,2,3,3,1
5585,5,4,4,1,5,4,4,1
5586,3,5,5,1,3,5,5,1
5587,1,2,2,1,1,2,2,1
5588,5,5,5,1,5,5,5,1
5589,3,1,1,1,3,1,1,1
5590,2,3,3,0,2,3,3,0
5591,2,5,5,1,2,5,5,1
5592,4,3,3,1,4,3,3,1
5593,4,5,5,1,4,5,5,1
5594,3,2,2,1,3,2,2,1
5595,5,4,4,1,5,4,4,1
5596,3,3,3,1,3,3,3,1
5597,1,1,1,1,1,1,1,1
5598,5,5,5,1,5,5,5,1
5599,5,2,2,0,5,2,2,0
5600,2,4,4,1,2,4,4,1
5601,1,5,5,0,1,5,5,0
5602,5,2,2,1,5,2,2,1
5603,2,5,5,1,2,5,5,1
5604,3,3,3,0,3,3,3,0
5605,3,1,1,1,,1,1,1
5606,5,5,5,1,5,5,5,1
5607,3,3,3,1,3,3,3,1
5608,4,2,2,1,4,2,2,1
5609,5,2,2,0,5,2,2,0
5610,2,4,4,1,2,4,4,1
5611,5,4,4,1,5,4,4,1
5612,1,3,3,1,1,3,3,1
5613,3,5,5,0,3,5,5,0
5614,5,3,3,1,5,3,3,1
5615,3,1,1,1,3,1,1,1
5616,5,5,5,1,5,5,5,1
5617,2,5,5,1,2,5,5,1
5618,4,2,2,0,4,2,2,0
5619,3,1,1,1,3,1,1,1
5620,1,5,5,1,1,5,5,1
5621,5,2,2,1,5,2,2,1
5622,2,3,3,1,2,3,3,1
5623,4,3,3,0,4,,,0
5624,5,3,3,1,5,,,1
5625,2,3,3,1,2,,,1
5626,5,3,3,1,5,,,1
5627,3,3,3,1,3,,,1
5628,1,3,3,1,1,,,1
5629,5,3,3,1,5,,,1
5630,3,3,3,0,3,,,0
5631,2,3,3,1,2,,,1
5632,2,3,3,1,2,,,1
5633,4,3,3,1,4,,,1
5634,4,3,3,1,4,,,1
5635,3,3,5,1,3,,5,1
5636,5,3,3,1,5,,3,1
5637,3,5,4,1,3,5,4,1
5638,1,3,5,1,1,3,5,1
5639,5,4,2,0,5,4,2,0
5640,5,5,5,1,5,5,5,1
5641,2,2,1,0,2,2,1,0
5642,1,5,3,1,1,5,3,1
5643,5,1,5,1,5,1,5,1
5644,2,3,3,0,2,3,3,0
5645,3,5,5,1,3,5,5,1
5646,5,3,2,1,5,3,2,1
5647,3,5,4,1,3,5,4,1
5648,4,2,3,1,4,2,3,1
5649,5,4,1,0,5,4,1,0
5650,2,3,5,1,2,3,5,1
5651,5,1,2,1,5,1,2,1
5652,1,5,4,1,1,5,4,1
5653,3,2,5,0,3,2,5,0
5654,5,4,2,1,5,4,2,1
5655,3,5,5,1,3,5,5,1
5656,5,2,3,1,5,2,3,1
5657,2,5,1,1,2,5,1,1
5658,4,3,5,0,4,3,5,0
5659,3,1,3,1,3,1,3,1
5660,1,5,2,1,1,5,2,1
5661,5,3,2,1,5,3,2,1
5662,2,2,4,1,2,2,4,1
5663,4,2,4,0,4,2,4,0
5664,5,4,3,1,5,4,3,1
5665,2,4,5,1,2,4,5,1
5666,5,3,3,1,5,3,3,1
5667,3,5,1,1,3,5,1,1
5668,1,3,5,1,1,3,5,1
5669,5,1,5,1,5,1,5,1
5670,3,5,2,0,3,5,2,0
5671,2,5,1,1,2,5,1,1
5672,2,2,5,1,2,2,5,1
5673,4,1,2,1,4,1,2,1
5674,4,5,3,1,4,5,3,1
5675,3,2,5,1,3,2,5,1
5676,5,3,3,1,5,3,3,1
5677,3,5,4,1,3,5,4,1
5678,1,3,5,1,1,3,5,1
5679,5,4,2,0,5,4,2,0
5680,5,5,5,1,5,5,5,1
5681,2,2,1,0,2,2,1,0
5682,1,5,3,1,1,5,3,1
5683,5,1,5,1,5,1,5,1
5684,2,3,3,0,2,3,3,0
5685,3,5,5,1,3,5,5,1
5686,5,3,2,1,5,3,2,1
5687,3,5,4,1,3,5,4,1
5688,4,2,3,1,4,2,3,1
5689,5,4,1,0,5,4,1,0
5690,2,3,5,1,2,3,5,1
5691,5,1,2,1,5,1,2,1
5692,1,5,4,1,1,5,4,1
5693,3,2,5,0,3,2,5,0
5694,5,4,2,1,5,4,2,1
5695,3,5,5,1,3,5,5,1
5696,5,2,3,1,5,2,3,1
5697,2,5,1,1,2,5,1,1
5698,4,3,5,0,4,3,5,0
5699,3,1,3,1,3,1,3,1
5700,1,5,2,1,1,5,2,1
5701,5,3,2,1,5,3,2,1
5702,2,2,4,1,2,2,4,1
5703,4,2,4,0,4,2,4,0
5704,5,4,3,1,5,4,3,1
5705,2,4,5,1,2,4,5,1
5706,5,3,3,1,5,3,3,1
5707,3,5,1,1,3,5,1,1
5708,1,3,5,1,1,3,5,1
5709,5,1,5,1,5,1,5,1
5710,3,5,2,0,3,5,2,0
5711,2,5,1,1,2,5,1,1
5712,2,2,5,1,2,2,5,
5713,4,1,2,1,4,1,2,
5714,4,5,3,1,4,5,3,1
5715,3,2,5,1,3,2,5,1
5716,5,3,3,1,5,3,3,1
5717,3,5,4,1,3,5,4,1
5718,1,3,5,1,1,3,5,1
5719,5,4,2,1,5,4,2,1
5720,5,5,5,1,5,5,5,1
5721,2,2,1,0,2,2,1,0
5722,1,5,3,1,1,5,3,1
5723,5,1,5,0,5,1,5,0
5724,2,3,3,1,2,3,3,1
5725,3,5,5,1,3,5,5,1
5726,5,3,2,0,5,3,2,0
5727,3,5,4,1,3,5,4,1
5728,4,2,3,1,4,2,3,1
5729,5,4,1,1,5,4,1,1
5730,2,3,5,1,2,3,5,1
5731,5,1,2,0,5,1,2,0
5732,1,5,4,1,1,5,4,1
5733,3,2,5,1,3,2,5,1
5734,5,4,2,1,5,4,2,1
5735,3,5,5,0,3,5,5,0
5736,5,2,3,1,5,2,3,1
5737,2,5,1,1,2,5,1,1
5738,4,3,5,1,4,3,5,1
5739,3,1,3,1,3,1,3,1
5740,1,5,2,0,1,5,2,0
5741,5,3,2,1,5,3,2,1
5742,2,2,4,1,2,2,4,1
5743,4,2,4,1,4,2,4,1
5744,5,4,3,1,5,4,3,1
5745,2,4,5,0,2,4,5,0
5746,5,3,3,1,5,3,3,1
5747,3,5,1,1,3,5,1,1
5748,1,3,5,1,1,3,5,1
5749,5,1,5,1,5,1,5,1
5750,3,5,2,1,3,5,2,1
5751,2,5,1,1,2,5,1,1
5752,2,2,5,0,2,2,5,0
5753,4,1,2,1,4,1,2,1
5754,4,5,3,1,4,5,3,1
5755,3,2,5,1,3,2,5,1
5756,5,3,3,1,5,3,3,1
5757,3,5,4,1,3,5,4,1
5758,1,3,5,1,1,3,5,1
5759,5,4,2,1,5,4,2,1
5760,5,5,5,1,5,5,5,1
5761,2,2,1,0,2,2,1,0
5762,1,5,3,1,1,5,3,1
5763,5,1,5,0,5,1,5,0
5764,2,3,3,1,2,3,3,1
5765,3,5,5,1,3,5,5,1
5766,3,3,2,0,,3,2,0
5767,5,5,4,1,5,5,4,1
5768,3,2,3,1,3,2,3,1
5769,4,4,1,1,4,4,1,1
5770,5,3,5,1,5,3,5,1
5771,2,1,2,0,2,1,2,0
5772,5,5,4,1,5,5,4,1
5773,1,2,5,1,1,2,5,1
5774,3,4,2,1,3,4,2,1
5775,5,5,5,0,5,5,5,0
5776,3,2,3,1,3,2,3,1
5777,5,5,1,1,5,5,1,1
5778,2,3,5,1,2,3,5,1
5779,4,1,3,1,4,1,3,1
5780,3,5,2,0,3,5,2,0
5781,1,3,2,1,1,3,2,1
5782,5,2,4,1,5,2,4,1
5783,2,2,4,1,2,2,4,1
5784,4,4,3,1,4,4,3,1
5785,5,4,5,0,5,4,5,0
5786,4,4,4,1,4,4,4,1
5787,3,3,3,1,3,3,3,1
5788,1,1,1,1,1,1,1,1
5789,5,5,5,1,5,5,5,1
5790,2,2,2,1,2,2,2,1
5791,4,4,4,1,4,4,4,1
5792,5,5,5,0,5,5,5,0
5793,2,2,2,1,2,2,2,1
5794,5,5,5,1,5,5,5,1
5795,3,3,3,1,3,3,3,1
5796,1,1,1,1,1,1,1,1
5797,5,5,5,1,5,5,5,1
5798,3,3,3,1,3,3,3,1
5799,2,2,2,1,2,2,2,1
5800,2,2,2,1,2,2,2,1
5801,4,4,4,0,4,4,4,0
5802,4,4,4,1,4,4,4,1
5803,3,3,3,0,3,3,3,0
5804,5,5,5,1,5,5,5,1
5805,3,3,3,1,3,3,3,1
5806,1,1,1,0,1,1,1,0
5807,5,5,5,1,5,5,5,1
5808,5,5,5,1,5,5,5,1
5809,2,2,2,1,2,2,2,1
5810,1,1,1,1,1,1,1,1
5811,5,5,5,0,5,5,5,0
5812,2,2,2,1,2,2,2,1
5813,3,3,3,1,3,3,3,1
5814,5,5,5,1,5,5,5,1
5815,3,3,3,0,3,3,3,0
5816,4,4,4,1,4,4,4,1
5817,5,5,5,1,5,5,5,1
5818,2,2,2,1,2,2,2,1
